<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GAZP,5,20200722,1025,188.0200000,188.2900000,187.9600000,188.0600000,185760
GAZP,5,20200722,1030,188.0200000,188.0700000,187.7500000,187.7500000,161430
GAZP,5,20200722,1035,187.7500000,187.8000000,187.5000000,187.8000000,279730
GAZP,5,20200722,1040,187.7900000,187.9900000,187.7700000,187.8000000,138650
GAZP,5,20200722,1045,187.8000000,187.8500000,187.5000000,187.5500000,182690
GAZP,5,20200722,1050,187.5500000,187.6000000,187.2100000,187.4500000,305520
GAZP,5,20200722,1055,187.4100000,187.4500000,186.9500000,187.2300000,433870
GAZP,5,20200722,1100,187.2300000,187.4000000,187.0600000,187.0800000,165230
GAZP,5,20200722,1105,187.0600000,187.1000000,186.7600000,186.8500000,323860
GAZP,5,20200722,1110,186.8600000,187.1600000,186.6700000,187.0000000,349490
GAZP,5,20200722,1115,186.9700000,187.0900000,186.8000000,186.9200000,133640
GAZP,5,20200722,1120,186.9200000,187.2500000,186.8600000,187.2100000,208520
GAZP,5,20200722,1125,187.2000000,187.5800000,187.2000000,187.5800000,391310
GAZP,5,20200722,1130,187.5300000,187.6300000,187.3500000,187.5100000,190010
GAZP,5,20200722,1135,187.5000000,187.5100000,187.0700000,187.1300000,221230
GAZP,5,20200722,1140,187.1000000,187.2000000,186.8600000,186.9000000,158130
GAZP,5,20200722,1145,186.8700000,186.8700000,186.4600000,186.6000000,460930
GAZP,5,20200722,1150,186.6200000,186.7800000,186.5600000,186.7000000,268350
GAZP,5,20200722,1155,186.6900000,186.9000000,186.6900000,186.7700000,189760
GAZP,5,20200722,1200,186.7300000,186.9100000,186.6000000,186.7500000,416940
GAZP,5,20200722,1205,186.7900000,186.9300000,186.6000000,186.6300000,141110
GAZP,5,20200722,1210,186.6300000,186.8000000,186.6200000,186.6800000,58200
GAZP,5,20200722,1215,186.6800000,187.0000000,186.6700000,186.9500000,218460
GAZP,5,20200722,1220,186.9800000,187.0000000,186.8800000,186.9400000,73810
GAZP,5,20200722,1225,186.9400000,186.9900000,186.8200000,186.9500000,93180
GAZP,5,20200722,1230,186.9100000,187.2200000,186.9100000,187.1900000,109460
GAZP,5,20200722,1235,187.2000000,187.2200000,187.0000000,187.0600000,104350
GAZP,5,20200722,1240,187.0400000,187.2200000,186.9900000,187.0700000,85650
GAZP,5,20200722,1245,187.0600000,187.1000000,186.9700000,187.0100000,94880
GAZP,5,20200722,1250,187.0000000,187.0800000,186.8800000,186.9200000,80200
GAZP,5,20200722,1255,186.9200000,187.2500000,186.8800000,187.1900000,173540
GAZP,5,20200722,1300,187.1900000,187.4700000,187.1900000,187.2400000,150020
GAZP,5,20200722,1305,187.2400000,187.2900000,187.0500000,187.1700000,160940
GAZP,5,20200722,1310,187.1500000,187.1700000,186.8500000,186.9300000,207000
GAZP,5,20200722,1315,186.9100000,187.0000000,186.8300000,187.0000000,92010
GAZP,5,20200722,1320,187.0000000,187.0300000,186.9300000,186.9900000,57320
GAZP,5,20200722,1325,186.9900000,186.9900000,186.6000000,186.7200000,248010
GAZP,5,20200722,1330,186.6800000,186.9800000,186.6800000,186.7800000,81460
GAZP,5,20200722,1335,186.7700000,187.0000000,186.7400000,187.0000000,51780
GAZP,5,20200722,1340,186.9800000,187.0000000,186.8800000,186.8900000,85840
GAZP,5,20200722,1345,186.8800000,186.9900000,186.8600000,186.9600000,41850
GAZP,5,20200722,1350,186.9200000,187.0500000,186.8400000,187.0500000,244260
GAZP,5,20200722,1355,187.0100000,187.0500000,186.9200000,186.9200000,48080
GAZP,5,20200722,1400,186.9200000,187.0300000,186.9200000,187.0200000,9060
GAZP,5,20200722,1405,187.0000000,187.3200000,186.9700000,187.2800000,246190
GAZP,5,20200722,1410,187.2900000,187.3800000,187.2200000,187.2900000,156750
GAZP,5,20200722,1415,187.3000000,187.5000000,187.1400000,187.1800000,570130
GAZP,5,20200722,1420,187.2400000,187.3000000,187.0600000,187.1700000,60570
GAZP,5,20200722,1425,187.1700000,187.4800000,187.1500000,187.3800000,137780
GAZP,5,20200722,1430,187.4000000,187.5200000,187.1500000,187.1800000,167810
GAZP,5,20200722,1435,187.2000000,187.3800000,187.1500000,187.2100000,101960
GAZP,5,20200722,1440,187.2100000,187.2900000,187.1500000,187.2200000,56940
GAZP,5,20200722,1445,187.2300000,187.3800000,187.2300000,187.3600000,72240
GAZP,5,20200722,1450,187.3500000,187.6100000,187.2200000,187.3100000,392930
GAZP,5,20200722,1455,187.3200000,187.4000000,187.2400000,187.2600000,107560
GAZP,5,20200722,1500,187.3100000,187.4700000,187.2000000,187.3900000,78230
GAZP,5,20200722,1505,187.3400000,187.4200000,187.2700000,187.4000000,76080
GAZP,5,20200722,1510,187.3900000,187.5300000,187.3000000,187.4800000,36860
GAZP,5,20200722,1515,187.5100000,187.5700000,187.3500000,187.3600000,40620
GAZP,5,20200722,1520,187.3600000,187.5400000,187.3600000,187.5000000,35960
GAZP,5,20200722,1525,187.5000000,187.5600000,187.3900000,187.4700000,49020
GAZP,5,20200722,1530,187.4300000,187.4800000,187.2900000,187.3100000,68640
GAZP,5,20200722,1535,187.3800000,187.5700000,187.3000000,187.5300000,75730
GAZP,5,20200722,1540,187.5200000,187.5200000,187.3700000,187.4800000,26140
GAZP,5,20200722,1545,187.4800000,187.4900000,187.3700000,187.4900000,39380
GAZP,5,20200722,1550,187.4800000,187.5000000,187.3700000,187.4300000,61210
GAZP,5,20200722,1555,187.4700000,187.5800000,187.4500000,187.5600000,83780
GAZP,5,20200722,1600,187.5500000,187.8400000,187.5000000,187.6400000,230040
GAZP,5,20200722,1605,187.6400000,187.6700000,187.4700000,187.5000000,58420
GAZP,5,20200722,1610,187.5000000,187.5600000,187.4400000,187.5200000,48700
GAZP,5,20200722,1615,187.5500000,187.6600000,187.3500000,187.4300000,109180
GAZP,5,20200722,1620,187.4000000,187.4500000,187.2000000,187.2500000,133730
GAZP,5,20200722,1625,187.2500000,187.2500000,187.0000000,187.1500000,596990
GAZP,5,20200722,1630,187.1600000,187.1800000,186.8300000,186.9800000,454380
GAZP,5,20200722,1635,186.9800000,187.0800000,186.8200000,187.0200000,191800
GAZP,5,20200722,1640,187.0200000,187.1900000,186.7300000,186.8700000,325150
GAZP,5,20200722,1645,186.8700000,187.1300000,186.8300000,187.0000000,84470
GAZP,5,20200722,1650,187.0000000,187.2400000,187.0000000,187.2100000,120560
GAZP,5,20200722,1655,187.1500000,187.2000000,186.9900000,187.0500000,84060
GAZP,5,20200722,1700,187.0300000,187.1700000,186.9600000,187.1000000,145250
GAZP,5,20200722,1705,187.1000000,187.1600000,186.9000000,186.9700000,110360
GAZP,5,20200722,1710,187.0000000,187.1200000,186.8800000,186.9100000,82110
GAZP,5,20200722,1715,186.9100000,187.1600000,186.9100000,187.1500000,115310
GAZP,5,20200722,1720,187.1300000,187.1700000,186.9600000,187.1100000,63340
GAZP,5,20200722,1725,187.0400000,187.1900000,186.9500000,187.1600000,153980
GAZP,5,20200722,1730,187.1100000,187.2400000,186.9100000,187.1300000,118290
GAZP,5,20200722,1735,187.1800000,187.3500000,187.1400000,187.3400000,214400
GAZP,5,20200722,1740,187.3300000,187.4400000,187.2400000,187.4000000,84510
GAZP,5,20200722,1745,187.4000000,187.4900000,187.1300000,187.2000000,114150
GAZP,5,20200722,1750,187.1900000,187.2500000,187.0300000,187.0700000,137580
GAZP,5,20200722,1755,187.0600000,187.4000000,187.0300000,187.3800000,104780
GAZP,5,20200722,1800,187.3800000,187.4600000,187.3500000,187.4400000,98440
GAZP,5,20200722,1805,187.4400000,187.4800000,187.2400000,187.4000000,149060
GAZP,5,20200722,1810,187.4000000,187.4000000,187.0100000,187.0800000,254740
GAZP,5,20200722,1815,187.0800000,187.3400000,187.0300000,187.2000000,251000
GAZP,5,20200722,1820,187.2300000,187.3000000,187.2300000,187.2700000,197160
GAZP,5,20200722,1825,187.2700000,187.2900000,187.1100000,187.1800000,346720
GAZP,5,20200722,1830,187.1700000,187.1900000,186.6400000,186.7300000,595880
GAZP,5,20200722,1835,186.7300000,186.8000000,186.6200000,186.7600000,496890
GAZP,5,20200722,1845,186.4100000,186.4100000,186.4100000,186.4100000,1855820
GAZP,5,20200722,1900,186.7400000,186.7400000,186.7400000,186.7400000,5670
GAZP,5,20200722,1905,186.6500000,186.7500000,186.0700000,186.6300000,220750
GAZP,5,20200722,1910,186.6000000,186.9000000,186.5400000,186.8900000,56630
GAZP,5,20200722,1915,186.8200000,186.8800000,186.7300000,186.8400000,33010
GAZP,5,20200722,1920,186.8400000,186.8600000,186.7600000,186.8300000,3890
GAZP,5,20200722,1925,186.8300000,186.9400000,186.8200000,186.9400000,83830
GAZP,5,20200722,1930,186.9400000,186.9600000,186.8400000,186.8400000,28880
GAZP,5,20200722,1935,186.9100000,186.9100000,186.7800000,186.8500000,4470
GAZP,5,20200722,1940,186.8500000,186.8500000,186.7100000,186.8200000,7300
GAZP,5,20200722,1945,186.8300000,186.8300000,186.7700000,186.8300000,7760
GAZP,5,20200722,1950,186.8300000,186.8300000,186.7700000,186.8100000,4010
GAZP,5,20200722,1955,186.8100000,186.8800000,186.7500000,186.7600000,13980
GAZP,5,20200722,2000,186.7700000,186.8600000,186.7500000,186.8400000,4220
GAZP,5,20200722,2005,186.8400000,186.8600000,186.7900000,186.8200000,5510
GAZP,5,20200722,2010,186.8200000,186.8300000,186.7200000,186.8300000,8540
GAZP,5,20200722,2015,186.7800000,186.8300000,186.7800000,186.8300000,4040
GAZP,5,20200722,2020,186.8300000,186.8500000,186.7800000,186.8300000,2880
GAZP,5,20200722,2025,186.8200000,186.8500000,186.7800000,186.8300000,8340
GAZP,5,20200722,2030,186.8200000,186.8600000,186.7800000,186.8500000,13940
GAZP,5,20200722,2035,186.8100000,186.8500000,186.8000000,186.8500000,3790
GAZP,5,20200722,2040,186.8500000,186.8500000,186.7900000,186.8500000,5770
GAZP,5,20200722,2045,186.8000000,186.8500000,186.7500000,186.7800000,17020
GAZP,5,20200722,2050,186.7800000,186.7800000,186.7000000,186.7100000,18400
GAZP,5,20200722,2055,186.7200000,186.7800000,186.6100000,186.7000000,40880
GAZP,5,20200722,2100,186.6100000,186.7000000,186.5400000,186.5500000,30320
GAZP,5,20200722,2105,186.5600000,186.7000000,186.5300000,186.6700000,13410
GAZP,5,20200722,2110,186.6700000,186.7100000,186.6100000,186.7100000,15510
GAZP,5,20200722,2115,186.7200000,186.9600000,186.7000000,186.9600000,96320
GAZP,5,20200722,2120,186.8600000,186.9600000,186.8500000,186.9500000,12110
GAZP,5,20200722,2125,186.9000000,186.9500000,186.8500000,186.9300000,1500
GAZP,5,20200722,2130,186.8500000,186.9000000,186.7700000,186.8100000,9020
GAZP,5,20200722,2135,186.8200000,186.9000000,186.8100000,186.9000000,5360
GAZP,5,20200722,2140,186.9000000,186.9200000,186.8200000,186.9100000,4370
GAZP,5,20200722,2145,186.8400000,186.9100000,186.8200000,186.9100000,5930
GAZP,5,20200722,2150,186.9100000,186.9200000,186.8200000,186.9200000,8750
GAZP,5,20200722,2155,186.9200000,186.9400000,186.9100000,186.9300000,10030
GAZP,5,20200722,2200,186.9400000,186.9400000,186.9000000,186.9400000,13160
GAZP,5,20200722,2205,186.9500000,186.9700000,186.9100000,186.9500000,10690
GAZP,5,20200722,2210,186.9300000,187.0800000,186.9100000,187.0800000,81350
GAZP,5,20200722,2215,187.0700000,187.1000000,187.0100000,187.0200000,8510
GAZP,5,20200722,2220,187.0200000,187.0900000,187.0000000,187.0900000,11830
GAZP,5,20200722,2225,187.0800000,187.0800000,186.9100000,186.9100000,8050
GAZP,5,20200722,2230,186.9100000,186.9600000,186.9000000,186.9600000,2260
GAZP,5,20200722,2235,186.9600000,186.9900000,186.9100000,186.9900000,3430
GAZP,5,20200722,2240,186.9900000,187.0000000,186.9200000,187.0000000,3990
GAZP,5,20200722,2245,186.9900000,187.0300000,186.9200000,186.9200000,42720
GAZP,5,20200722,2250,186.9100000,187.0400000,186.9000000,187.0000000,16950
GAZP,5,20200722,2255,187.0000000,187.0800000,186.9500000,187.0800000,14240
GAZP,5,20200722,2300,187.0800000,187.0800000,186.9400000,186.9600000,2850
GAZP,5,20200722,2305,186.9600000,186.9600000,186.9000000,186.9600000,6860
GAZP,5,20200722,2310,186.9600000,187.0500000,186.9100000,186.9800000,2330
GAZP,5,20200722,2315,187.0400000,187.0500000,186.9300000,187.0500000,3110
GAZP,5,20200722,2320,187.0000000,187.0700000,186.9800000,187.0000000,820
GAZP,5,20200722,2325,187.0000000,187.0200000,186.9800000,187.0200000,15770
GAZP,5,20200722,2330,187.0300000,187.0700000,187.0200000,187.0600000,4660
GAZP,5,20200722,2335,187.0600000,187.0900000,187.0600000,187.0800000,5980
GAZP,5,20200722,2340,187.0300000,187.1000000,187.0300000,187.1000000,10710
GAZP,5,20200722,2345,187.0900000,187.1500000,187.0700000,187.1500000,18890
GAZP,5,20200723,1000,187.5000000,187.7900000,187.0800000,187.2100000,504130
GAZP,5,20200723,1005,187.2200000,187.2500000,186.8800000,187.2100000,245140
GAZP,5,20200723,1010,187.1900000,187.4800000,187.1300000,187.3900000,224540
GAZP,5,20200723,1015,187.4100000,187.8000000,187.2400000,187.6000000,586400
GAZP,5,20200723,1020,187.6200000,188.0200000,187.5000000,187.7700000,546270
GAZP,5,20200723,1025,187.8200000,188.2600000,187.5700000,188.1600000,487410
GAZP,5,20200723,1030,188.1600000,188.2400000,187.7300000,187.8800000,319100
GAZP,5,20200723,1035,187.8800000,188.1000000,187.8300000,187.9900000,154540
GAZP,5,20200723,1040,187.9700000,188.0200000,187.8300000,187.9700000,157330
GAZP,5,20200723,1045,187.9500000,188.0500000,187.7600000,187.8000000,253290
GAZP,5,20200723,1050,187.8000000,187.8800000,187.6500000,187.8000000,128370
GAZP,5,20200723,1055,187.8300000,188.2900000,187.7100000,188.2600000,423790
GAZP,5,20200723,1100,188.2600000,188.3000000,187.8500000,187.8900000,190870
GAZP,5,20200723,1105,187.8700000,188.1100000,187.8500000,187.9400000,127880
GAZP,5,20200723,1110,187.9600000,187.9900000,187.7400000,187.9100000,162730
GAZP,5,20200723,1115,187.9100000,188.0700000,187.9100000,188.0000000,73230
GAZP,5,20200723,1120,188.0000000,188.0000000,187.7600000,187.8100000,129170
GAZP,5,20200723,1125,187.8000000,187.9500000,187.8000000,187.8100000,92720
GAZP,5,20200723,1130,187.8100000,187.8500000,187.4500000,187.6500000,428400
GAZP,5,20200723,1135,187.6700000,187.6900000,187.3700000,187.3900000,144280
GAZP,5,20200723,1140,187.4200000,187.4400000,187.2200000,187.3000000,270510
GAZP,5,20200723,1145,187.3000000,187.5100000,187.3000000,187.4100000,99820
GAZP,5,20200723,1150,187.4100000,187.6000000,187.3700000,187.4600000,149110
GAZP,5,20200723,1155,187.4500000,187.5700000,187.3900000,187.4400000,103290
GAZP,5,20200723,1200,187.4100000,187.6000000,187.3300000,187.4200000,219380
GAZP,5,20200723,1205,187.4200000,187.7500000,187.4200000,187.6700000,117960
GAZP,5,20200723,1210,187.6700000,187.6700000,187.3200000,187.3600000,87600
GAZP,5,20200723,1215,187.3800000,187.4900000,187.3400000,187.4300000,94110
GAZP,5,20200723,1220,187.4100000,187.5500000,187.3900000,187.5000000,67170
GAZP,5,20200723,1225,187.5000000,187.5000000,187.3600000,187.3600000,39940
GAZP,5,20200723,1230,187.3900000,187.4900000,187.3200000,187.4300000,99510
GAZP,5,20200723,1235,187.4300000,187.5000000,187.3300000,187.3400000,46730
GAZP,5,20200723,1240,187.3200000,187.3700000,187.1400000,187.2700000,286880
GAZP,5,20200723,1245,187.2700000,187.4700000,187.2100000,187.3900000,170220
GAZP,5,20200723,1250,187.3700000,187.4300000,187.1900000,187.3800000,111470
GAZP,5,20200723,1255,187.3600000,187.3600000,187.2200000,187.2900000,65950
GAZP,5,20200723,1300,187.2900000,187.6600000,187.2500000,187.4900000,235520
GAZP,5,20200723,1305,187.5000000,187.9000000,187.5000000,187.8400000,139050
GAZP,5,20200723,1310,187.8400000,187.8400000,187.5400000,187.6800000,120360
GAZP,5,20200723,1315,187.7400000,187.8400000,187.4900000,187.5400000,177320
GAZP,5,20200723,1320,187.5700000,187.8400000,187.5200000,187.6900000,246830
GAZP,5,20200723,1325,187.6800000,187.8600000,187.6300000,187.8500000,259580
GAZP,5,20200723,1330,187.8100000,187.8500000,187.6300000,187.7000000,112650
GAZP,5,20200723,1335,187.6600000,187.7600000,187.5200000,187.7400000,100690
GAZP,5,20200723,1340,187.7100000,187.7300000,187.4400000,187.5900000,142690
GAZP,5,20200723,1345,187.5900000,187.6000000,187.4000000,187.6000000,205090
GAZP,5,20200723,1350,187.5900000,187.6000000,187.4900000,187.5800000,146990
GAZP,5,20200723,1355,187.5800000,187.6000000,187.4100000,187.5400000,163660
GAZP,5,20200723,1400,187.5700000,187.5700000,187.4000000,187.4500000,109130
GAZP,5,20200723,1405,187.4600000,187.6000000,187.4200000,187.5400000,130080
GAZP,5,20200723,1410,187.5300000,187.6700000,187.5000000,187.5800000,196330
GAZP,5,20200723,1415,187.5900000,187.6000000,187.4700000,187.4900000,299550
GAZP,5,20200723,1420,187.4900000,187.5500000,187.4000000,187.5100000,112950
GAZP,5,20200723,1425,187.5000000,187.6000000,187.2400000,187.2400000,170590
GAZP,5,20200723,1430,187.2400000,187.2900000,187.2100000,187.2600000,66480
GAZP,5,20200723,1435,187.2800000,187.2800000,186.9200000,186.9700000,472770
GAZP,5,20200723,1440,186.9800000,187.0000000,186.8800000,186.9200000,94810
GAZP,5,20200723,1445,186.9200000,187.0000000,186.8100000,186.9400000,154400
GAZP,5,20200723,1450,186.9700000,187.0100000,186.4900000,187.0000000,525200
GAZP,5,20200723,1455,186.9900000,187.0500000,186.9000000,187.0200000,267360
GAZP,5,20200723,1500,187.0100000,187.0500000,186.9000000,186.9100000,107180
GAZP,5,20200723,1505,186.9000000,187.0000000,186.8500000,186.9000000,94450
GAZP,5,20200723,1510,186.9200000,186.9200000,186.6800000,186.6800000,92840
GAZP,5,20200723,1515,186.7200000,186.7200000,186.4300000,186.5000000,414360
GAZP,5,20200723,1520,186.5000000,186.5300000,186.3400000,186.4700000,190480
GAZP,5,20200723,1525,186.4600000,186.5000000,186.4000000,186.4500000,85280
GAZP,5,20200723,1530,186.4400000,186.4700000,186.0100000,186.0100000,790880
GAZP,5,20200723,1535,186.0200000,186.2800000,185.7500000,185.9600000,933250
GAZP,5,20200723,1540,185.9600000,186.1900000,185.8400000,186.1700000,317180
GAZP,5,20200723,1545,186.1900000,186.4300000,186.1000000,186.2500000,247330
GAZP,5,20200723,1550,186.2500000,186.6800000,186.1800000,186.2500000,558100
GAZP,5,20200723,1555,186.2400000,186.3000000,185.8800000,186.0000000,490160
GAZP,5,20200723,1600,186.0000000,186.5000000,185.9300000,186.3300000,593990
GAZP,5,20200723,1605,186.3000000,186.4600000,186.2100000,186.3200000,131620
GAZP,5,20200723,1610,186.3100000,186.3100000,186.0600000,186.0700000,93330
GAZP,5,20200723,1615,186.0700000,186.2500000,186.0500000,186.1900000,166670
GAZP,5,20200723,1620,186.2400000,186.2500000,186.0500000,186.2000000,215560
GAZP,5,20200723,1625,186.2000000,186.2500000,186.0900000,186.2000000,193680
GAZP,5,20200723,1630,186.2100000,186.2400000,185.8500000,185.9900000,486750
GAZP,5,20200723,1635,186.0000000,186.1900000,185.8700000,186.0100000,198360
GAZP,5,20200723,1640,186.0300000,186.0300000,185.7600000,185.8500000,265560
GAZP,5,20200723,1645,185.8500000,186.0000000,185.8200000,185.9000000,237300
GAZP,5,20200723,1650,185.9000000,186.0000000,185.8700000,185.9900000,508120
GAZP,5,20200723,1655,185.9900000,186.1500000,185.9000000,186.1500000,181320
GAZP,5,20200723,1700,186.1500000,186.2300000,185.9900000,186.0900000,250040
GAZP,5,20200723,1705,186.0900000,186.2400000,186.0000000,186.2000000,84430
GAZP,5,20200723,1710,186.2100000,186.3600000,186.0000000,186.0300000,231330
GAZP,5,20200723,1715,186.0200000,186.3900000,186.0100000,186.1000000,497340
GAZP,5,20200723,1720,186.0900000,186.2000000,185.9100000,186.0500000,294000
GAZP,5,20200723,1725,186.0400000,186.2400000,186.0400000,186.1400000,93960
GAZP,5,20200723,1730,186.1200000,186.1500000,185.9900000,186.1500000,234990
GAZP,5,20200723,1735,186.1500000,186.2500000,186.1100000,186.1700000,130710
GAZP,5,20200723,1740,186.1600000,186.2500000,186.1200000,186.1900000,307120
GAZP,5,20200723,1745,186.2000000,186.2500000,186.0700000,186.1700000,143510
GAZP,5,20200723,1750,186.1800000,186.2200000,186.0200000,186.0700000,66350
GAZP,5,20200723,1755,186.0700000,186.1200000,185.9500000,186.0600000,151160
GAZP,5,20200723,1800,186.0600000,186.1700000,186.0100000,186.1700000,91270
GAZP,5,20200723,1805,186.1600000,186.1600000,185.9300000,186.0400000,162950
GAZP,5,20200723,1810,186.0200000,186.1700000,185.9800000,186.1100000,78430
GAZP,5,20200723,1815,186.1000000,186.1500000,186.0000000,186.0900000,142800
GAZP,5,20200723,1820,186.0900000,186.1000000,185.9000000,185.9100000,206430
GAZP,5,20200723,1825,185.9100000,185.9100000,185.7100000,185.7800000,536140
GAZP,5,20200723,1830,185.7800000,186.1000000,185.6500000,186.0800000,456530
GAZP,5,20200723,1835,186.0500000,186.1000000,185.9600000,186.1000000,138030
GAZP,5,20200723,1845,185.6100000,185.6100000,185.6100000,185.6100000,1066650
GAZP,5,20200723,1900,185.7100000,185.7100000,185.7100000,185.7100000,570
GAZP,5,20200723,1905,185.8000000,185.9800000,185.8000000,185.9000000,73240
GAZP,5,20200723,1910,185.8600000,185.9000000,185.7800000,185.8300000,41890
GAZP,5,20200723,1915,185.8300000,185.8900000,185.7000000,185.8700000,55030
GAZP,5,20200723,1920,185.8900000,185.8900000,185.8000000,185.8700000,12900
GAZP,5,20200723,1925,185.8400000,185.8700000,185.7600000,185.8100000,40360
GAZP,5,20200723,1930,185.8100000,185.8500000,185.7100000,185.7500000,47990
GAZP,5,20200723,1935,185.7200000,185.7900000,185.6000000,185.6000000,80070
GAZP,5,20200723,1940,185.6900000,185.7500000,185.6000000,185.7500000,19310
GAZP,5,20200723,1945,185.7000000,185.7500000,185.6000000,185.6000000,77190
GAZP,5,20200723,1950,185.6000000,185.6900000,185.5200000,185.5600000,34050
GAZP,5,20200723,1955,185.6000000,185.7400000,185.5100000,185.6100000,104530
GAZP,5,20200723,2000,185.7000000,185.7400000,185.6500000,185.7400000,14360
GAZP,5,20200723,2005,185.7500000,185.8000000,185.7200000,185.7700000,20430
GAZP,5,20200723,2010,185.7800000,185.7900000,185.6100000,185.7300000,89460
GAZP,5,20200723,2015,185.7300000,185.7500000,185.5200000,185.5600000,35360
GAZP,5,20200723,2020,185.6600000,185.6600000,185.4600000,185.5500000,80590
GAZP,5,20200723,2025,185.5600000,185.6600000,185.5200000,185.6600000,22460
GAZP,5,20200723,2030,185.6600000,185.7200000,185.6000000,185.6700000,45320
GAZP,5,20200723,2035,185.6600000,185.6900000,185.5800000,185.5800000,19900
GAZP,5,20200723,2040,185.6200000,185.6300000,185.3600000,185.4000000,114280
GAZP,5,20200723,2045,185.4000000,185.5700000,185.3600000,185.4900000,59870
GAZP,5,20200723,2050,185.4900000,185.5100000,185.3500000,185.3500000,68980
GAZP,5,20200723,2055,185.3700000,185.5200000,185.3600000,185.4700000,40970
GAZP,5,20200723,2100,185.4100000,185.4700000,185.3300000,185.3700000,40710
GAZP,5,20200723,2105,185.3700000,185.3700000,185.2500000,185.2500000,153870
GAZP,5,20200723,2110,185.2800000,185.2800000,185.0700000,185.0700000,159990
GAZP,5,20200723,2115,185.0800000,185.1900000,185.0000000,185.1900000,296790
GAZP,5,20200723,2120,185.1200000,185.2000000,185.0600000,185.2000000,47750
GAZP,5,20200723,2125,185.2000000,185.3400000,185.1800000,185.2200000,58670
GAZP,5,20200723,2130,185.2500000,185.3300000,185.2100000,185.3100000,45890
GAZP,5,20200723,2135,185.3300000,185.3900000,185.2800000,185.3000000,33220
GAZP,5,20200723,2140,185.2500000,185.3400000,185.1600000,185.2700000,119260
GAZP,5,20200723,2145,185.2000000,185.3000000,185.0600000,185.1100000,34520
GAZP,5,20200723,2150,185.1800000,185.1900000,185.1000000,185.1800000,17620
GAZP,5,20200723,2155,185.1800000,185.2300000,185.1100000,185.2300000,26390
GAZP,5,20200723,2200,185.2300000,185.3300000,185.1900000,185.3300000,37670
GAZP,5,20200723,2205,185.3300000,185.3700000,185.2000000,185.2200000,38300
GAZP,5,20200723,2210,185.2100000,185.3700000,185.1600000,185.3600000,42160
GAZP,5,20200723,2215,185.3300000,185.3800000,185.3000000,185.3800000,14750
GAZP,5,20200723,2220,185.3300000,185.3800000,185.2000000,185.2300000,25790
GAZP,5,20200723,2225,185.2300000,185.3200000,185.1900000,185.3200000,6530
GAZP,5,20200723,2230,185.3000000,185.3400000,185.2000000,185.2600000,12730
GAZP,5,20200723,2235,185.3400000,185.3700000,185.2600000,185.3200000,2590
GAZP,5,20200723,2240,185.3600000,185.3700000,185.1200000,185.1900000,271810
GAZP,5,20200723,2245,185.1700000,185.1900000,184.4000000,184.7100000,1453290
GAZP,5,20200723,2250,184.7000000,184.8000000,184.6200000,184.8000000,104290
GAZP,5,20200723,2255,184.7800000,184.8400000,184.7500000,184.8100000,25820
GAZP,5,20200723,2300,184.8100000,184.8900000,184.7700000,184.8500000,65610
GAZP,5,20200723,2305,184.8200000,184.8600000,184.7800000,184.8300000,8020
GAZP,5,20200723,2310,184.8300000,184.9200000,184.8200000,184.9200000,23690
GAZP,5,20200723,2315,184.9300000,184.9300000,184.8500000,184.9100000,71700
GAZP,5,20200723,2320,184.9100000,184.9300000,184.8600000,184.9000000,17920
GAZP,5,20200723,2325,184.8900000,184.9300000,184.8000000,184.8500000,26670
GAZP,5,20200723,2330,184.8300000,184.8900000,184.8300000,184.8500000,14170
GAZP,5,20200723,2335,184.8900000,184.8900000,184.7000000,184.8700000,108540
GAZP,5,20200723,2340,184.7600000,184.8800000,184.7600000,184.8800000,39210
GAZP,5,20200723,2345,184.8800000,184.8800000,184.6900000,184.6900000,107240
GAZP,5,20200724,1000,184.8300000,184.8300000,184.1200000,184.3800000,653810
GAZP,5,20200724,1005,184.3600000,185.0500000,184.3000000,184.9500000,582000
GAZP,5,20200724,1010,184.9500000,185.2000000,184.8300000,185.0000000,792660
GAZP,5,20200724,1015,185.0000000,185.2500000,184.8000000,185.2300000,429890
GAZP,5,20200724,1020,185.2300000,185.4800000,185.0300000,185.4300000,255530
GAZP,5,20200724,1025,185.4300000,185.5000000,185.2400000,185.4400000,476330
GAZP,5,20200724,1030,185.4700000,185.7000000,185.2900000,185.3300000,439510
GAZP,5,20200724,1035,185.3900000,185.4600000,185.2200000,185.4000000,144180
GAZP,5,20200724,1040,185.3800000,185.5000000,185.3000000,185.4200000,370780
GAZP,5,20200724,1045,185.3500000,185.5800000,185.2500000,185.4400000,332580
GAZP,5,20200724,1050,185.4400000,185.8300000,185.3200000,185.5800000,206960
GAZP,5,20200724,1055,185.6100000,185.7000000,185.5000000,185.7000000,142390
GAZP,5,20200724,1100,185.7000000,185.9000000,185.6700000,185.7700000,156630
GAZP,5,20200724,1105,185.7800000,185.9100000,185.4300000,185.4300000,320430
GAZP,5,20200724,1110,185.4900000,185.7200000,185.4300000,185.7100000,164550
GAZP,5,20200724,1115,185.6700000,185.8600000,185.5800000,185.8200000,147270
GAZP,5,20200724,1120,185.8200000,185.9300000,185.7600000,185.9300000,222660
GAZP,5,20200724,1125,185.9000000,185.9400000,185.6000000,185.7000000,69890
GAZP,5,20200724,1130,185.7000000,185.9000000,185.6900000,185.8400000,278520
